Ep,Step,Reward,Total_reward,Action,Epsilon,Done,Termination_Code
1,1,0,0,2,1,0
1,2,0,0,5,1,0
1,3,0,0,3,1,0
1,4,0,0,3,1,0
1,5,0,0,0,1,0
1,6,0,0,4,1,0
1,7,0,0,1,1,0
1,8,0,0,2,1,0
1,9,0,0,5,1,0
1,10,-3,-3,1,1,0
1,11,0,-3,0,1,0
1,12,0,-3,3,1,0
1,13,0,-3,4,1,0
1,14,0,-3,1,1,0
1,15,0,-3,5,1,0
1,16,0,-3,5,1,0
1,17,0,-3,0,1,0
1,18,0,-3,4,1,0
1,19,0,-3,4,1,0
1,20,0,-3,0,1,0
1,21,0,-3,4,1,0
1,22,0,-3,2,1,0
1,23,0,-3,5,1,0
1,24,0,-3,0,1,0
1,25,0,-3,3,1,0
1,26,0,-3,1,1,0
1,27,-100,-103,3,1,1
2,1,-1,-1,5,1,0
2,2,0,-1,3,1,0
2,3,-1,-2,3,1,0
2,4,0,-2,2,1,0
2,5,0,-2,0,1,0
2,6,-3,-5,0,1,0
2,7,-3,-8,5,1,0
2,8,0,-8,1,1,0
2,9,-13,-21,3,1,1
3,1,-100,-100,0,1,1
4,1,0,0,2,1,0
4,2,0,0,3,1,0
4,3,0,0,2,1,0
4,4,0,0,4,1,0
4,5,0,0,3,1,0
4,6,0,0,2,1,0
4,7,0,0,3,1,0
4,8,0,0,2,1,0
4,9,0,0,5,1,0
4,10,0,0,0,1,0
4,11,0,0,0,1,0
4,12,50,50,5,1,0
4,13,0,50,4,1,0
4,14,0,50,1,1,0
4,15,0,50,5,1,0
4,16,0,50,5,1,0
4,17,0,50,3,1,0
4,18,-3,47,0,1,0
4,19,-10,37,2,1,1
5,1,0,0,5,1,0
5,2,0,0,5,1,0
5,3,-3,-3,0,1,0
5,4,-10,-13,3,1,1
6,1,-1,-1,4,1,0
6,2,-3,-4,3,1,0
6,3,-1,-5,2,1,0
6,4,-1,-6,0,1,0
6,5,-13,-19,3,1,1
7,1,0,0,0,1,0
7,2,-1,-1,1,1,0
7,3,0,-1,2,1,0
7,4,0,-1,0,1,0
7,5,0,-1,3,1,0
7,6,0,-1,3,1,0
7,7,0,-1,1,1,0
7,8,-11,-12,3,1,1
8,1,0,0,5,1,0
8,2,-1,-1,1,1,0
8,3,-100,-101,3,1,1
9,1,-3,-3,4,1,0
9,2,-3,-6,4,1,0
9,3,-3,-9,1,1,0
9,4,-1,-10,3,1,0
9,5,-1,-11,5,1,0
9,6,-11,-22,5,1,1
10,1,-3,-3,5,1,0
10,2,-1,-4,3,1,0
10,3,0,-4,3,1,0
10,4,0,-4,4,1,0
10,5,-1,-5,3,1,0
10,6,-3,-8,3,1,0
10,7,-1,-9,2,1,0
10,8,-13,-22,0,1,1
11,1,0,0,5,1,0
11,2,0,0,2,1,0
11,3,0,0,2,1,0
11,4,0,0,3,1,0
11,5,0,0,3,1,0
11,6,0,0,1,1,0
11,7,0,0,3,1,0
11,8,0,0,4,1,0
11,9,-1,-1,1,1,0
11,10,0,-1,2,1,0
11,11,0,-1,2,1,0
11,12,0,-1,3,1,0
11,13,0,-1,1,1,0
11,14,0,-1,4,1,0
11,15,0,-1,1,1,0
11,16,-3,-4,2,1,0
11,17,-13,-17,5,1,1
12,1,0,0,3,1,0
12,2,-1,-1,3,1,0
12,3,-1,-2,5,1,0
12,4,-3,-5,0,1,0
12,5,-1,-6,0,1,0
12,6,0,-6,2,1,0
12,7,0,-6,2,1,0
12,8,-3,-9,1,1,0
12,9,-13,-22,5,1,1
13,1,0,0,3,1,0
13,2,-100,-100,3,1,1
14,1,-3,-3,4,1,0
14,2,0,-3,0,1,0
14,3,0,-3,4,1,0
14,4,0,-3,4,1,0
14,5,0,-3,4,1,0
14,6,0,-3,3,1,0
14,7,0,-3,0,1,0
14,8,0,-3,0,1,0
14,9,0,-3,4,1,0
14,10,0,-3,2,1,0
14,11,0,-3,4,1,0
14,12,0,-3,5,1,0
14,13,0,-3,4,1,0
14,14,0,-3,5,1,0
14,15,0,-3,0,1,0
14,16,0,-3,5,1,0
14,17,-3,-6,2,1,0
14,18,-3,-9,5,1,0
14,19,0,-9,3,1,0
14,20,0,-9,4,1,0
14,21,-3,-12,0,1,0
14,22,-3,-15,5,1,0
14,23,0,-15,3,1,0
14,24,-13,-28,2,1,1
15,1,-3,-3,2,1,0
15,2,-3,-6,5,1,0
15,3,-3,-9,5,1,0
15,4,0,-9,1,1,0
15,5,-13,-22,0,1,1
16,1,0,0,5,1,0
16,2,0,0,0,1,0
16,3,-1,-1,0,1,0
16,4,0,-1,1,1,0
16,5,0,-1,4,1,0
16,6,0,-1,2,1,0
16,7,-100,-101,2,1,1
17,1,-1,-1,4,1,0
17,2,-1,-2,5,1,0
17,3,-1,-3,4,1,0
17,4,-1,-4,5,1,0
17,5,-1,-5,0,1,0
17,6,-1,-6,2,1,0
17,7,-1,-7,4,1,0
17,8,-1,-8,3,1,0
17,9,-11,-19,5,1,1
18,1,0,0,4,1,0
18,2,-3,-3,0,1,0
18,3,-1,-4,2,1,0
18,4,-1,-5,2,1,0
18,5,0,-5,2,1,0
18,6,0,-5,4,1,0
18,7,0,-5,2,1,0
18,8,0,-5,4,1,0
18,9,-1,-6,1,1,0
18,10,-1,-7,1,1,0
18,11,-11,-18,1,1,1
19,1,0,0,1,1,0
19,2,0,0,3,1,0
19,3,-3,-3,3,1,0
19,4,0,-3,2,1,0
19,5,0,-3,4,1,0
19,6,0,-3,4,1,0
19,7,-3,-6,0,1,0
19,8,-1,-7,0,1,0
19,9,-1,-8,4,1,0
19,10,-13,-21,1,1,1
20,1,0,0,3,1,0
20,2,50,50,5,1,0
20,3,-1,49,1,1,0
20,4,0,49,1,1,0
20,5,0,49,1,1,0
20,6,-100,-51,1,1,1
21,1,0,0,1,1,0
21,2,-3,-3,1,1,0
21,3,0,-3,3,1,0
21,4,0,-3,4,1,0
21,5,-3,-6,2,1,0
21,6,-3,-9,4,1,0
21,7,0,-9,3,1,0
21,8,0,-9,5,1,0
21,9,0,-9,5,1,0
21,10,0,-9,5,1,0
21,11,-13,-22,0,1,1
22,1,0,0,4,1,0
22,2,0,0,3,1,0
22,3,0,0,5,1,0
22,4,-1,-1,0,1,0
22,5,-1,-2,4,1,0
22,6,0,-2,1,1,0
22,7,-3,-5,3,1,0
22,8,-100,-105,3,1,1
23,1,0,0,2,1,0
23,2,0,0,0,1,0
23,3,0,0,2,1,0
23,4,0,0,2,1,0
23,5,0,0,3,1,0
23,6,0,0,1,1,0
23,7,0,0,3,1,0
23,8,-100,-100,1,1,1
24,1,50,50,5,1,0
24,2,-100,-50,2,1,1
25,1,0,0,1,1,0
25,2,0,0,1,1,0
25,3,0,0,5,1,0
25,4,-3,-3,2,1,0
25,5,-3,-6,5,1,0
25,6,0,-6,0,1,0
25,7,-10,-16,3,1,1
26,1,-1,-1,0,1,0
26,2,0,-1,2,1,0
26,3,0,-1,0,1,0
26,4,0,-1,4,1,0
26,5,0,-1,3,1,0
26,6,-1,-2,0,1,0
26,7,0,-2,1,1,0
26,8,-1,-3,0,1,0
26,9,-100,-103,3,1,1
27,1,0,0,3,1,0
27,2,0,0,2,1,0
27,3,-3,-3,1,1,0
27,4,-3,-6,4,1,0
27,5,-3,-9,4,1,0
27,6,-3,-12,4,1,0
27,7,-3,-15,5,1,0
27,8,-3,-18,5,1,0
27,9,0,-18,3,1,0
27,10,-13,-31,2,1,1
28,1,-100,-100,1,1,1
29,1,0,0,2,1,0
29,2,-1,-1,3,1,0
29,3,-1,-2,5,1,0
29,4,0,-2,3,1,0
29,5,0,-2,0,1,0
29,6,0,-2,5,1,0
29,7,-10,-12,5,1,1
30,1,-1,-1,2,1,0
30,2,-1,-2,4,1,0
30,3,-1,-3,5,1,0
30,4,-1,-4,4,1,0
30,5,-1,-5,5,1,0
30,6,-1,-6,0,1,0
30,7,-1,-7,5,1,0
30,8,-1,-8,3,1,0
30,9,-11,-19,3,1,1
31,1,-100,-100,2,1,1
32,1,0,0,0,1,0
